ts,windSpeed,windDir
1667332080,18.0,341
1667332140,16.0,324
1667332200,16.0,331
1667332260,17.0,333
1667332320,17.0,333
1667332380,17.0,330
1667332440,17.0,332
1667332500,18.0,334
1667332560,18.0,337
1667332620,18.0,339
1667332680,18.0,340
1667332740,18.0,333
1667332800,17.0,329
1667332860,17.0,331
1667332920,17.0,328
1667332980,17.0,328
1667333040,16.0,331
1667333100,15.0,334
1667333160,13.0,334
1667333220,13.0,336
1667333280,13.0,321
1667333340,14.0,323
1667333400,14.0,324
1667333460,13.0,324
1667333520,13.0,324
1667333580,14.0,324
1667333640,14.0,344
1667333700,14.0,337
1667333760,15.0,334
1667333820,15.0,332
1667333880,15.0,332
1667333940,15.0,332
1667334000,15.0,332
1667334060,15.0,332
1667334120,16.0,335
1667334180,15.0,335
1667334240,15.0,333
1667334300,15.0,335
1667334360,15.0,315
1667334420,14.0,313
1667334480,14.0,312
1667334540,14.0,315
1667334600,14.0,320
1667334660,14.0,320
1667334720,13.0,320
1667334780,14.0,320
1667334840,14.0,321
1667334900,14.0,326
1667334960,15.0,327
1667335020,15.0,330
1667335080,16.0,333
1667335140,17.0,336
1667335200,17.0,335
1667335260,17.0,336
1667335320,16.0,334
1667335380,16.0,336
1667335440,17.0,337
1667335500,18.0,339
1667335560,18.0,341
1667335620,17.0,339
1667335680,17.0,338
1667335740,17.0,336
1667335800,17.0,337
1667335860,17.0,337
1667335920,17.0,338
1667335980,17.0,338
1667336040,16.0,339
1667336100,15.0,337
1667336160,14.0,337
1667336220,14.0,338
1667336280,14.0,339
1667336340,14.0,336
1667336400,14.0,335
1667336460,14.0,333
1667336520,14.0,333
1667336580,14.0,329
1667336640,14.0,327
1667336700,15.0,324
1667336760,15.0,323
1667336820,15.0,323
1667336880,15.0,321
1667336940,15.0,321
1667337000,14.0,322
1667337060,14.0,322
1667337120,14.0,323
1667337180,14.0,323
1667337240,14.0,324
1667337300,14.0,325
1667337360,15.0,323
1667337420,16.0,323
1667337480,16.0,324
1667337540,16.0,326
1667337600,16.0,325
1667337660,17.0,324
1667337720,17.0,325
1667337780,17.0,329
1667337840,17.0,329
1667337900,16.0,330
1667337960,15.0,328
1667338020,15.0,328
1667338080,14.0,326
1667338140,15.0,326
1667338200,14.0,327
1667338260,14.0,328
1667338320,14.0,324
1667338380,14.0,323
1667338440,14.0,325
1667338500,15.0,324
1667338560,15.0,324
1667338620,15.0,323
1667338680,16.0,324
1667338740,15.0,324
1667338800,15.0,323
1667338860,15.0,322
1667338920,15.0,324
1667338980,16.0,325
1667339040,16.0,324
1667339100,16.0,323
1667339160,16.0,323
1667339220,15.0,322
1667339280,15.0,322
1667339340,15.0,320
1667339400,14.0,317
1667339460,14.0,317
1667339520,14.0,318
1667339580,14.0,319
1667339640,14.0,320
1667339700,14.0,322
1667339760,15.0,324
1667339820,15.0,327
1667339880,14.0,327
1667339940,15.0,329
1667340000,15.0,333
1667340060,15.0,303
1667340120,15.0,304
1667340180,14.0,305
1667340240,14.0,305
1667340300,14.0,307
1667340360,14.0,309
1667340420,14.0,309
1667340480,14.0,310
1667340540,14.0,312
1667340600,14.0,313
1667340660,14.0,313
1667340720,14.0,314
1667340780,13.0,315
1667340840,12.0,316
1667340900,12.0,315
1667340960,12.0,316
1667341020,12.0,315
1667341080,12.0,315
1667341140,11.0,316
1667341200,12.0,316
1667341260,12.0,319
1667341320,12.0,320
1667341380,14.0,321
1667341440,14.0,321
1667341500,15.0,324
1667341560,15.0,323
1667341620,16.0,324
1667341680,16.0,325
1667341740,16.0,326
1667341800,16.0,325
1667341860,17.0,324
1667341920,16.0,323
1667341980,16.0,322
1667342040,16.0,323
1667342100,15.0,321
1667342160,16.0,321
1667342220,15.0,323
1667342280,15.0,323
1667342340,15.0,324
1667342400,14.0,324
1667342460,13.0,325
1667342520,12.0,325
1667342580,12.0,324
1667342640,12.0,323
1667342700,12.0,326
1667342760,11.0,327
1667342820,12.0,328
1667342880,12.0,327
1667342940,12.0,329
1667343000,14.0,329
1667343060,14.0,330
1667343120,14.0,330
1667343180,15.0,331
1667343240,15.0,332
1667343300,15.0,331
1667343360,15.0,331
1667343420,15.0,329
1667343480,14.0,330
1667343540,14.0,331
1667343600,13.0,329
1667343660,14.0,327
1667343720,14.0,328
1667343780,13.0,330
1667343840,13.0,330
1667343900,14.0,328
1667343960,15.0,328
1667344020,15.0,328
1667344080,15.0,327
1667344140,16.0,325
1667344200,15.0,326
1667344260,15.0,327
